Symbol;Name;Country;IPO Year;Sector;Industry
CRTX;Cortexyme Inc. Common Stock;United States;2019;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
CRU.U;Crucible Acquisition Corporation Units each consisting of one share of Class A common stock and one-third of one redeemable warrant;;2021;;
CRUS;Cirrus Logic Inc. Common Stock;United States;1989;Technology;Semiconductors
CRVL;CorVel Corp. Common Stock;United States;;Finance;Specialty Insurers
CRVS;Corvus Pharmaceuticals Inc. Common Stock;United States;2016;Health Care;Major Pharmaceuticals
CRWD;CrowdStrike Holdings Inc. Class A Common Stock;United States;2019;Technology;Computer Software: Prepackaged Software
CRWS;Crown Crafts Inc Common Stock;United States;;Basic Industries;Textiles
CRY;CryoLife Inc. Common Stock;United States;;Health Care;Medical/Dental Instruments
CS;Credit Suisse Group American Depositary Shares;Switzerland;;Finance;Investment Bankers/Brokers/Service
CSBR;Champions Oncology Inc. Common Stock;United States;;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
CSCO;Cisco Systems Inc. Common Stock (DE);United States;1990;Technology;Computer Communications Equipment
CSCW;Color Star Technology Co. Ltd. Ordinary Shares;United States;;Basic Industries;Engineering & Construction
CSGP;CoStar Group Inc. Common Stock;United States;1998;Miscellaneous;Business Services
CSGS;CSG Systems International Inc. Common Stock;United States;1996;Technology;EDP Services
CSII;Cardiovascular Systems Inc. Common Stock;United States;1981;Health Care;Medical/Dental Instruments
CSIQ;Canadian Solar Inc. Common Shares (BC);China;2006;Technology;Semiconductors
CSL;Carlisle Companies Incorporated Common Stock;United States;;Basic Industries;Specialty Chemicals
CSLT;Castlight Health Inc. Class B Common Stock;;2014;Technology;EDP Services
CSOD;Cornerstone OnDemand Inc. Common Stock;United States;2011;Technology;Computer Software: Prepackaged Software
CSPI;CSP Inc. Common Stock;United States;1982;Technology;EDP Services
CSPR;Casper Sleep Inc. Common Stock;;2020;Consumer Durables;Home Furnishings
CSQ;Calamos Strategic Total Return Common Stock;United States;2004;;
CSR;D/B/A Centerspace Common Stock;United States;;;
CSR.PRC;D/B/A Centerspace;;;;
CSSE;Chicken Soup for the Soul Entertainment Inc. Class A Common Stock;United States;2017;Consumer Services;Movies/Entertainment
CSSEN;Chicken Soup for the Soul Entertainment Inc. 9.50% Notes due 2025;United States;;Consumer Services;Movies/Entertainment
CSSEP;Chicken Soup for the Soul Entertainment Inc. 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock;United States;;Consumer Services;Movies/Entertainment
CSTA.U;Constellation Acquisition Corp I Units each consisting of one Class A ordinary share and one-third of one redeemable warrant;;2021;;
CSTE;Caesarstone Ltd. Ordinary Shares;Israel;2012;Capital Goods;Building Materials
CSTL;Castle Biosciences Inc. Common Stock;United States;2019;Health Care;Medical Specialities
CSTM;Constellium SE Ordinary Shares (France);Netherlands;2013;Basic Industries;Metal Fabrications
CSTR;CapStar Financial Holdings Inc. Common Stock;United States;2016;Finance;Major Banks
CSU;Capital Senior Living Corporation Common Stock;United States;1997;Health Care;Hospital/Nursing Management
CSV;Carriage Services Inc. Common Stock;United States;;Consumer Services;Other Consumer Services
CSWC;Capital Southwest Corporation Common Stock;United States;;Consumer Non-Durables;Textiles
CSWI;CSW Industrials Inc. Common Stock;United States;;Basic Industries;Home Furnishings
CSX;CSX Corporation Common Stock;United States;;Transportation;Railroads
CTA.PRA;E.I. du Pont de Nemours and Company;;;;
CTA.PRB;E.I. du Pont de Nemours and Company;;;;
CTAA;Qwest Corporation 7% Notes due 2056;United States;2016;Public Utilities;Telecommunications Equipment
CTAC;Cerberus Telecom Acquisition Corp. Class A Ordinary Shares;United States;2020;Finance;Business Services
CTAC.U;Cerberus Telecom Acquisition Corp. Units each consisting of one Class A ordinary share and one-third of one redeemable warrant;United States;2020;;
CTAC.WS;Cerberus Telecom Acquisition Corp. Warrants included as part of the Units each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50;United States;;;
CTAQU;Carney Technology Acquisition Corp. II Units;United States;2020;Finance;Business Services
CTAS;Cintas Corporation Common Stock;United States;1983;Consumer Non-Durables;Apparel
CTB;Cooper Tire & Rubber Company Common Stock;United States;;Consumer Durables;Automotive Aftermarket
CTBB;Qwest Corporation 6.5% Notes due 2056;United States;2016;Public Utilities;Telecommunications Equipment
CTBI;Community Trust Bancorp Inc. Common Stock;United States;;Finance;Major Banks
CTDD;Qwest Corporation 6.75% Notes due 2057;United States;2017;Public Utilities;Telecommunications Equipment
CTEK;CynergisTek Inc. Common Stock;United States;2017;Miscellaneous;Business Services
CTG;Computer Task Group Inc. Common Stock;United States;;Technology;EDP Services
CTHR;Charles & Colvard Ltd Common Stock;United States;1997;Consumer Durables;Consumer Specialties
CTIB;Yunhong CTI Ltd. Common Stock;United States;1997;Basic Industries;Specialty Chemicals
CTIC;CTI BioPharma Corp. (DE) Common Stock;United States;1997;Health Care;Major Pharmaceuticals
CTK;CooTek (Cayman) Inc. American Depositary Shares each representing 50 Class A Ordinary Shares;;2018;Technology;EDP Services
CTLT;Catalent Inc. Common Stock;United States;2014;Health Care;Major Pharmaceuticals
CTMX;CytomX Therapeutics Inc. Common Stock;United States;2015;Health Care;Major Pharmaceuticals
CTO;CTO Realty Growth Inc. Common Stock ;United States;;Finance;Real Estate
CTR;ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock;United States;2012;;
CTRA;Contura Energy Inc. Common Stock;United States;2018;Energy;Coal Mining
CTRE;CareTrust REIT Inc. Common Stock;United States;;Consumer Services;Real Estate Investment Trusts
CTRM;Castor Maritime Inc. Common Shares;Cyprus;;Transportation;Marine Transportation
CTRN;Citi Trends Inc. Common Stock;United States;2005;Consumer Services;Clothing/Shoe/Accessory Stores
CTS;CTS Corporation Common Stock;United States;;Technology;Electrical Products
CTSH;Cognizant Technology Solutions Corporation Class A Common Stock;United States;1998;Technology;EDP Services
CTSO;Cytosorbents Corporation Common Stock;United States;;Health Care;Medical/Dental Instruments
CTT;CatchMark Timber Trust Inc. Class A Common Stock;United States;2013;Consumer Services;Real Estate Investment Trusts
CTVA;Corteva Inc. Common Stock ;;2019;Consumer Non-Durables;Farming/Seeds/Milling
CTXR;Citius Pharmaceuticals Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
CTXRW;Citius Pharmaceuticals Inc. Warrant;United States;;Health Care;Major Pharmaceuticals
CTXS;Citrix Systems Inc. Common Stock;United States;1995;Technology;Computer Software: Prepackaged Software
CUB;Cubic Corporation Common Stock;United States;;Capital Goods;Industrial Machinery/Components
CUBA;Herzfeld Caribbean Basin Fund Inc. (The) Common Stock;United States;;;
CUBB;Customers Bancorp Inc 5.375% Subordinated Notes Due 2034;United States;2019;Finance;Major Banks
CUBE;CubeSmart Common Shares;United States;;Consumer Services;Real Estate Investment Trusts
CUBI;Customers Bancorp Inc Common Stock;United States;;Finance;Major Banks
CUBI.PRC;Customers Bancorp Inc;;;;
CUBI.PRD;Customers Bancorp Inc;;;;
CUBI.PRE;Customers Bancorp Inc;;;;
CUBI.PRF;Customers Bancorp Inc;;;;
CUE;Cue Biopharma Inc. Common Stock;United States;2018;Health Care;Major Pharmaceuticals
CUK;Carnival Plc ADS ADS;United States;;Consumer Services;Marine Transportation
CULP;Culp Inc. Common Stock;United States;;Basic Industries;Textiles
CURI;CuriosityStream Inc. Class A Common Stock;United States;2020;Consumer Services;Movies/Entertainment
CURIW;CuriosityStream Inc. Warrant;United States;2020;Consumer Services;Movies/Entertainment
CURO;CURO Group Holdings Corp. Common Stock;;2017;Finance;Finance: Consumer Services
CUTR;Cutera Inc. Common Stock;United States;2004;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
CUZ;Cousins Properties Incorporated Common Stock;United States;;Consumer Services;Real Estate Investment Trusts
CVA;Covanta Holding Corporation Common Stock;United States;;Basic Industries;Electric Utilities: Central
CVAC;CureVac N.V. Ordinary Shares;Germany;2020;Health Care;Major Pharmaceuticals
CVBF;CVB Financial Corporation Common Stock;United States;;Finance;Major Banks
CVCO;Cavco Industries Inc. Common Stock When Issued;United States;;Basic Industries;Homebuilding
CVCY;Central Valley Community Bancorp Common Stock;United States;;Finance;Major Banks
CVE;Cenovus Energy Inc Common Stock;Canada;;Energy;Oil & Gas Production
CVE.WS;Cenovus Energy Inc Warrants (each warrant entitles the holder to purchase one common share at an exercise price of C$6.54 per share);Canada;;;
CVEO;Civeo Corporation (Canada) Common Shares;;2014;Consumer Services;Hotels/Resorts
CVET;Covetrus Inc. Common Stock;United States;;Health Care;Medical/Nursing Services
CVGI;Commercial Vehicle Group Inc. Common Stock;United States;2004;Capital Goods;Auto Parts:O.E.M.
CVGW;Calavo Growers Inc. Common Stock;United States;;Consumer Non-Durables;Farming/Seeds/Milling
CVI;CVR Energy Inc. Common Stock;United States;2007;Energy;Integrated oil Companies
CVLB;Conversion Labs Inc. Common Stock;United States;;Basic Industries;Package Goods/Cosmetics
CVLG;Covenant Logistics Group Inc. Class A Common Stock;United States;;Transportation;Trucking Freight/Courier Services
CVLT;Commvault Systems Inc. Common Stock;United States;2006;Technology;Computer Software: Prepackaged Software
CVLY;Codorus Valley Bancorp Inc Common Stock;United States;;Finance;Savings Institutions
CVM;Cel-Sci Corporation Common Stock;United States;;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
CVNA;Carvana Co. Class A Common Stock;United States;2017;Consumer Durables;Automotive Aftermarket
CVR;Chicago Rivet & Machine Co. Common Stock;United States;;Technology;Industrial Machinery/Components
CVS;CVS Health Corporation Common Stock;United States;;Health Care;Medical/Nursing Services
CVU;CPI Aerostructures Inc. Common Stock;United States;;Capital Goods;Military/Government/Technical
CVV;CVD Equipment Corporation Common Stock;United States;;Technology;Industrial Machinery/Components
CVX;Chevron Corporation Common Stock;United States;;Energy;Integrated oil Companies
CW;Curtiss-Wright Corporation Common Stock;United States;;Technology;Industrial Machinery/Components
CWBC;Community West Bancshares Common Stock;United States;;Finance;Major Banks
CWBR;CohBar Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
CWCO;Consolidated Water Co. Ltd. Ordinary Shares;Cayman Islands;;Public Utilities;Water Supply
CWEN;Clearway Energy Inc. Class C Common Stock;United States;2015;Public Utilities;Electric Utilities: Central
CWEN.A;Clearway Energy Inc. Class A Common Stock;;;;
CWH;Camping World Holdings Inc. Class A Commom Stock;United States;2016;Consumer Durables;Automotive Aftermarket
CWK;Cushman & Wakefield plc Ordinary Shares;;2018;Finance;Real Estate
CWST;Casella Waste Systems Inc. Class A Common Stock;United States;1997;Public Utilities;Environmental Services
CWT;California Water Service Group Common Stock;United States;;Public Utilities;Water Supply
CX;Cemex S.A.B. de C.V. Sponsored ADR;Mexico;;Capital Goods;Building Materials
CXDC;China XD Plastics Company Limited Common Stock;China;;Capital Goods;Containers/Packaging
CXDO;Crexendo Inc. Common Stock;United States;;Public Utilities;Telecommunications Equipment
CXE;MFS High Income Municipal Trust Common Stock;United States;1989;;
CXH;MFS Investment Grade Municipal Trust Common Stock;United States;1989;;
CXP;Columbia Property Trust Inc. Common Stock;United States;2013;Consumer Services;Real Estate Investment Trusts
CXW;CoreCivic Inc. Common Stock;United States;;Consumer Services;Real Estate Investment Trusts
CYAD;Celyad Oncology SA American Depositary Shares;Belgium;2015;Health Care;Major Pharmaceuticals
CYAN;Cyanotech Corporation Common Stock;United States;;Consumer Durables;Specialty Chemicals
CYBE;CyberOptics Corporation Common Stock;United States;1987;Capital Goods;Electronic Components
CYBR;CyberArk Software Ltd. Ordinary Shares;Israel;2014;Technology;Computer Software: Prepackaged Software
CYCC;Cyclacel Pharmaceuticals Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
CYCCP;Cyclacel Pharmaceuticals Inc. 6% Convertible Preferred Stock;United States;;Health Care;Major Pharmaceuticals
CYCN;Cyclerion Therapeutics Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
CYD;China Yuchai International Limited Common Stock;Singapore;1994;Energy;Industrial Machinery/Components
CYH;Community Health Systems Inc. Common Stock;United States;2000;Health Care;Hospital/Nursing Management
CYRN;CYREN Ltd. Ordinary Shares;United States;;Technology;Computer Software: Prepackaged Software
CYRX;CryoPort Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
CYTH;Cyclo Therapeutics Inc. Common Stock;United States;;Basic Industries;Major Chemicals
CYTHW;Cyclo Therapeutics Inc. Warrant;United States;;Basic Industries;Major Chemicals
CYTK;Cytokinetics Incorporated Common Stock;United States;2004;Health Care;Major Pharmaceuticals
CZNC;Citizens & Northern Corp Common Stock;United States;;Finance;Major Banks
CZR;Caesars Entertainment Inc. Common Stock;United States;;Consumer Services;Hotels/Resorts
CZWI;Citizens Community Bancorp Inc. Common Stock;United States;;Finance;Savings Institutions
CZZ;Cosan Limited Class A Common Stock;Brazil;;Consumer Non-Durables;Specialty Foods
D;Dominion Energy Inc. Common Stock;United States;;Public Utilities;Electric Utilities: Central
DAC;Danaos Corporation Common Stock;Greece;2006;Transportation;Marine Transportation
DADA;Dada Nexus Limited American Depositary Shares;China;2020;Technology;Computer Software: Programming Data Processing
DAIO;Data I/O Corporation Common Stock;United States;1981;Capital Goods;Electrical Products
DAKT;Daktronics Inc. Common Stock;United States;1994;Consumer Durables;Miscellaneous manufacturing industries
DAL;Delta Air Lines Inc. Common Stock;United States;;Transportation;Air Freight/Delivery Services
DAN;Dana Incorporated Common Stock ;United States;;Capital Goods;Auto Parts:O.E.M.
DAO;Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share;;2019;Consumer Services;Other Consumer Services
